Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
28696,12-04-2023 14:00,04-10-2023 15:00,10-04-2023 20:36,Delhi,227,ARSON,29,F,Other,Fire Accident,6,Yes,29-04-2023 14:00
28703,13-04-2023 12:00,04-10-2023 22:00,11-04-2023 03:36,Mumbai,161,IDENTITY THEFT,74,M,Knife,Violent Crime,8,Yes,08-06-2023 12:00
28704,12-04-2023 06:00,04-10-2023 23:00,11-04-2023 14:09,Mumbai,293,TRAFFIC VIOLATION,39,X,Explosives,Traffic Fatality,14,No,
28708,12-04-2023 14:00,04-11-2023 03:00,11-04-2023 08:40,Delhi,555,DOMESTIC VIOLENCE,73,F,Other,Violent Crime,7,No,
28709,11-04-2023 10:00,04-11-2023 04:00,12-04-2023 01:00,Mumbai,371,FRAUD,23,X,Firearm,Other Crime,18,No,
28711,12-04-2023 09:00,04-11-2023 06:00,11-04-2023 21:38,Mumbai,147,ROBBERY,68,X,Poison,Violent Crime,13,Yes,27-06-2023 09:00
28712,12-04-2023 22:00,04-11-2023 07:00,12-04-2023 00:22,Mumbai,433,DOMESTIC VIOLENCE,59,M,Knife,Violent Crime,1,No,
28713,13-04-2023 01:00,04-11-2023 08:00,11-04-2023 09:17,Mumbai,192,VEHICLE - STOLEN,69,M,None,Violent Crime,2,No,
28715,13-04-2023 01:00,04-11-2023 10:00,11-04-2023 15:53,Chennai,157,ROBBERY,50,F,Poison,Violent Crime,16,No,
28716,11-04-2023 18:00,04-11-2023 11:00,12-04-2023 03:25,Chennai,203,HOMICIDE,59,M,Other,Other Crime,12,No,
28718,14-04-2023 03:00,04-11-2023 13:00,12-04-2023 12:32,Delhi,269,COUNTERFEITING,34,X,Explosives,Other Crime,12,Yes,10-05-2023 03:00
28719,13-04-2023 08:00,04-11-2023 14:00,12-04-2023 08:12,Delhi,564,PUBLIC INTOXICATION,63,F,Knife,Other Crime,9,Yes,15-04-2023 08:00
28720,13-04-2023 08:00,04-11-2023 15:00,11-04-2023 21:40,Chennai,494,ROBBERY,64,F,Firearm,Violent Crime,17,Yes,20-05-2023 08:00
28723,13-04-2023 22:00,04-11-2023 18:00,12-04-2023 08:48,Chennai,101,DRUG OFFENSE,41,M,None,Other Crime,6,Yes,28-06-2023 22:00
28725,13-04-2023 02:00,04-11-2023 20:00,12-04-2023 02:38,Mumbai,485,IDENTITY THEFT,50,M,Blunt Object,Violent Crime,13,Yes,02-05-2023 02:00
28726,13-04-2023 14:00,04-11-2023 21:00,12-04-2023 11:04,Delhi,166,ILLEGAL POSSESSION,51,X,Explosives,Other Crime,18,Yes,18-05-2023 14:00
28730,13-04-2023 10:00,04-12-2023 01:00,12-04-2023 05:41,Mumbai,251,SHOPLIFTING,59,X,Knife,Other Crime,11,Yes,19-05-2023 10:00
28739,14-04-2023 03:00,04-12-2023 10:00,13-04-2023 04:28,Mumbai,243,HOMICIDE,55,F,Poison,Other Crime,5,No,
28740,13-04-2023 09:00,04-12-2023 11:00,13-04-2023 09:13,Delhi,293,TRAFFIC VIOLATION,60,M,Explosives,Traffic Fatality,6,No,
28743,13-04-2023 01:00,04-12-2023 14:00,13-04-2023 02:41,Delhi,178,FIREARM OFFENSE,66,F,Other,Fire Accident,2,No,
28746,14-04-2023 21:00,04-12-2023 17:00,12-04-2023 17:22,Delhi,135,SHOPLIFTING,78,F,Knife,Other Crime,12,No,
28747,12-04-2023 21:00,04-12-2023 18:00,13-04-2023 03:33,Delhi,330,ASSAULT,55,X,Poison,Violent Crime,5,Yes,19-04-2023 21:00
28751,14-04-2023 09:00,04-12-2023 22:00,13-04-2023 15:21,Chennai,587,HOMICIDE,15,X,Firearm,Other Crime,11,Yes,30-12-2024 09:00
28753,14-04-2023 11:00,04-13-2023 00:00,13-04-2023 19:02,Delhi,476,EXTORTION,36,X,Poison,Other Crime,15,No,
28755,15-04-2023 17:00,04-13-2023 02:00,13-04-2023 16:52,Mumbai,550,FRAUD,44,F,Other,Other Crime,3,No,
28756,15-04-2023 13:00,04-13-2023 03:00,13-04-2023 21:16,Delhi,357,HOMICIDE,20,M,Blunt Object,Other Crime,17,Yes,08-12-2024 13:00
28757,15-04-2023 09:00,04-13-2023 04:00,13-04-2023 20:45,Mumbai,159,CYBERCRIME,34,X,Knife,Other Crime,17,Yes,28-04-2023 09:00
28762,13-04-2023 12:00,04-13-2023 09:00,14-04-2023 02:22,Delhi,448,FIREARM OFFENSE,18,X,Other,Fire Accident,11,Yes,20-04-2023 12:00
28765,14-04-2023 18:00,04-13-2023 12:00,14-04-2023 09:00,Mumbai,512,VEHICLE - STOLEN,17,M,Poison,Violent Crime,8,Yes,07-05-2023 18:00
28766,16-04-2023 11:00,04-13-2023 13:00,13-04-2023 22:09,Delhi,335,ROBBERY,59,X,Firearm,Violent Crime,6,No,
28768,16-04-2023 07:00,04-13-2023 15:00,13-04-2023 19:02,Delhi,514,COUNTERFEITING,71,X,Other,Other Crime,13,No,
28771,16-04-2023 13:00,04-13-2023 18:00,14-04-2023 10:22,Mumbai,491,KIDNAPPING,69,F,Other,Other Crime,13,Yes,27-06-2023 13:00
28772,16-04-2023 01:00,04-13-2023 19:00,14-04-2023 02:28,Mumbai,499,CYBERCRIME,24,X,Firearm,Other Crime,17,No,
28775,16-04-2023 00:00,04-13-2023 22:00,14-04-2023 09:27,Chennai,334,FIREARM OFFENSE,22,X,Firearm,Fire Accident,16,No,
28787,17-04-2023 01:00,04-14-2023 10:00,15-04-2023 09:44,Mumbai,513,SEXUAL ASSAULT,49,M,Other,Violent Crime,1,Yes,12-06-2024 01:00
28791,15-04-2023 12:00,04-14-2023 14:00,15-04-2023 02:11,Mumbai,557,VANDALISM,47,F,Blunt Object,Other Crime,13,No,
28793,17-04-2023 04:00,04-14-2023 16:00,15-04-2023 07:48,Chennai,248,COUNTERFEITING,36,M,Poison,Other Crime,6,Yes,08-06-2023 04:00
28796,15-04-2023 02:00,04-14-2023 19:00,14-04-2023 22:58,Mumbai,564,IDENTITY THEFT,78,X,Blunt Object,Violent Crime,3,No,
28802,16-04-2023 20:00,04-15-2023 01:00,15-04-2023 22:16,Delhi,557,DOMESTIC VIOLENCE,73,M,Blunt Object,Violent Crime,2,Yes,12-05-2023 20:00
28805,16-04-2023 03:00,04-15-2023 04:00,15-04-2023 13:56,Delhi,417,FIREARM OFFENSE,20,M,Blunt Object,Fire Accident,13,Yes,25-04-2023 03:00
28808,16-04-2023 03:00,04-15-2023 07:00,16-04-2023 02:59,Mumbai,120,SHOPLIFTING,72,F,Blunt Object,Other Crime,19,No,
28812,17-04-2023 19:00,04-15-2023 11:00,16-04-2023 08:40,Mumbai,276,VEHICLE - STOLEN,44,F,None,Violent Crime,15,Yes,28-04-2023 19:00
28819,16-04-2023 23:00,04-15-2023 18:00,16-04-2023 15:40,Mumbai,171,ROBBERY,33,F,Explosives,Violent Crime,11,Yes,01-08-2023 23:00
28822,18-04-2023 19:00,04-15-2023 21:00,16-04-2023 00:29,Mumbai,416,COUNTERFEITING,65,F,Poison,Other Crime,12,Yes,11-05-2023 19:00
28825,17-04-2023 16:00,04-16-2023 00:00,16-04-2023 07:19,Mumbai,548,ASSAULT,59,M,Poison,Violent Crime,9,No,
28826,17-04-2023 04:00,04-16-2023 01:00,17-04-2023 00:51,Delhi,454,FIREARM OFFENSE,55,X,Other,Fire Accident,9,Yes,18-05-2023 04:00
28827,19-04-2023 01:00,04-16-2023 02:00,16-04-2023 18:53,Mumbai,181,SEXUAL ASSAULT,33,F,Blunt Object,Violent Crime,9,No,
28828,18-04-2023 10:00,04-16-2023 03:00,17-04-2023 01:19,Delhi,528,SEXUAL ASSAULT,56,F,None,Violent Crime,2,No,
28829,16-04-2023 19:00,04-16-2023 04:00,16-04-2023 22:52,Delhi,519,SHOPLIFTING,75,M,Poison,Other Crime,4,Yes,05-07-2023 19:00
28830,18-04-2023 08:00,04-16-2023 05:00,16-04-2023 08:31,Chennai,250,ARSON,18,F,Explosives,Fire Accident,5,No,
28832,18-04-2023 18:00,04-16-2023 07:00,16-04-2023 10:16,Chennai,105,BURGLARY,24,M,Explosives,Other Crime,5,Yes,04-07-2023 18:00
28843,19-04-2023 15:00,04-16-2023 18:00,16-04-2023 18:35,Mumbai,169,CYBERCRIME,73,M,Other,Other Crime,3,Yes,27-05-2023 15:00
28846,19-04-2023 14:00,04-16-2023 21:00,17-04-2023 16:10,Delhi,100,DRUG OFFENSE,79,X,Other,Other Crime,10,Yes,24-06-2023 14:00
28847,18-04-2023 14:00,04-16-2023 22:00,17-04-2023 14:07,Delhi,303,EXTORTION,67,X,Blunt Object,Other Crime,11,No,
28849,17-04-2023 15:00,04-17-2023 00:00,17-04-2023 01:47,Mumbai,542,SHOPLIFTING,61,M,Explosives,Other Crime,5,Yes,13-07-2023 15:00
28850,18-04-2023 02:00,04-17-2023 01:00,18-04-2023 00:34,Mumbai,485,DRUG OFFENSE,76,F,Blunt Object,Other Crime,11,No,
28854,17-04-2023 08:00,04-17-2023 05:00,17-04-2023 17:22,Chennai,549,FRAUD,49,F,Blunt Object,Other Crime,4,Yes,30-04-2023 08:00
28855,19-04-2023 07:00,04-17-2023 06:00,17-04-2023 15:03,Chennai,451,DRUG OFFENSE,55,F,Knife,Other Crime,2,No,
28856,18-04-2023 01:00,04-17-2023 07:00,17-04-2023 11:22,Mumbai,132,DOMESTIC VIOLENCE,63,F,Firearm,Violent Crime,3,No,
28857,20-04-2023 05:00,04-17-2023 08:00,17-04-2023 23:23,Delhi,562,EXTORTION,42,F,None,Other Crime,5,Yes,07-06-2023 05:00
28860,20-04-2023 10:00,04-17-2023 11:00,18-04-2023 04:09,Mumbai,316,VEHICLE - STOLEN,60,X,Knife,Violent Crime,13,No,
28861,19-04-2023 18:00,04-17-2023 12:00,17-04-2023 18:54,Mumbai,579,HOMICIDE,64,M,None,Other Crime,5,Yes,21-03-2024 18:00
28867,18-04-2023 11:00,04-17-2023 18:00,17-04-2023 19:51,Chennai,377,SEXUAL ASSAULT,79,F,Other,Violent Crime,9,Yes,11-12-2024 11:00
28870,18-04-2023 15:00,04-17-2023 21:00,17-04-2023 23:10,Mumbai,576,PUBLIC INTOXICATION,10,M,Knife,Other Crime,15,Yes,28-04-2023 15:00
28872,18-04-2023 18:00,04-17-2023 23:00,18-04-2023 17:50,Chennai,439,VEHICLE - STOLEN,57,X,Blunt Object,Violent Crime,9,Yes,06-07-2023 18:00
28874,20-04-2023 20:00,04-18-2023 01:00,18-04-2023 13:48,Chennai,593,DRUG OFFENSE,48,F,Blunt Object,Other Crime,15,No,
28876,20-04-2023 14:00,04-18-2023 03:00,19-04-2023 01:14,Chennai,563,ROBBERY,79,F,Blunt Object,Violent Crime,16,Yes,14-07-2023 14:00
28885,18-04-2023 16:00,04-18-2023 12:00,18-04-2023 21:47,Mumbai,245,VANDALISM,45,M,Blunt Object,Other Crime,12,Yes,07-07-2023 16:00
28891,20-04-2023 09:00,04-18-2023 18:00,19-04-2023 08:36,Chennai,372,IDENTITY THEFT,50,M,Blunt Object,Violent Crime,14,No,
28894,20-04-2023 08:00,04-18-2023 21:00,19-04-2023 03:28,Delhi,414,PUBLIC INTOXICATION,71,F,Explosives,Other Crime,11,Yes,16-05-2023 08:00
28898,20-04-2023 08:00,04-19-2023 01:00,19-04-2023 22:11,Mumbai,480,DOMESTIC VIOLENCE,51,X,Knife,Violent Crime,19,Yes,20-06-2023 08:00
28902,20-04-2023 23:00,04-19-2023 05:00,19-04-2023 12:34,Delhi,399,IDENTITY THEFT,68,X,Firearm,Violent Crime,3,No,
28903,21-04-2023 04:00,04-19-2023 06:00,19-04-2023 22:42,Mumbai,574,KIDNAPPING,22,X,Other,Other Crime,12,Yes,04-06-2023 04:00
28920,22-04-2023 11:00,04-19-2023 23:00,20-04-2023 08:44,Mumbai,301,TRAFFIC VIOLATION,57,F,Knife,Traffic Fatality,7,Yes,25-04-2023 11:00
28923,20-04-2023 16:00,04-20-2023 02:00,20-04-2023 03:09,Delhi,145,ASSAULT,48,M,Firearm,Violent Crime,9,No,
28925,20-04-2023 11:00,04-20-2023 04:00,20-04-2023 23:03,Delhi,111,ILLEGAL POSSESSION,68,F,Poison,Other Crime,14,No,
28927,21-04-2023 18:00,04-20-2023 06:00,20-04-2023 23:09,Delhi,218,FIREARM OFFENSE,55,M,Firearm,Fire Accident,7,No,
28928,21-04-2023 03:00,04-20-2023 07:00,20-04-2023 22:08,Mumbai,498,VEHICLE - STOLEN,63,X,Firearm,Violent Crime,16,No,
28935,22-04-2023 22:00,04-20-2023 14:00,21-04-2023 06:11,Chennai,220,FRAUD,10,F,Blunt Object,Other Crime,12,Yes,27-05-2023 22:00
28936,23-04-2023 06:00,04-20-2023 15:00,21-04-2023 05:08,Mumbai,557,SEXUAL ASSAULT,57,X,Firearm,Violent Crime,9,No,
28937,21-04-2023 17:00,04-20-2023 16:00,20-04-2023 19:29,Mumbai,374,ASSAULT,67,X,Other,Violent Crime,2,Yes,22-06-2023 17:00
28938,22-04-2023 09:00,04-20-2023 17:00,20-04-2023 17:23,Delhi,347,ROBBERY,57,F,Explosives,Violent Crime,15,No,
28941,23-04-2023 15:00,04-20-2023 20:00,21-04-2023 14:12,Delhi,218,ARSON,61,M,Blunt Object,Fire Accident,11,No,
28943,23-04-2023 13:00,04-20-2023 22:00,21-04-2023 06:49,Delhi,477,BURGLARY,46,M,Other,Other Crime,17,Yes,29-06-2023 13:00
28944,21-04-2023 19:00,04-20-2023 23:00,21-04-2023 05:12,Delhi,467,KIDNAPPING,31,X,Poison,Other Crime,11,No,
28948,21-04-2023 16:00,04-21-2023 03:00,21-04-2023 23:58,Delhi,108,DRUG OFFENSE,34,F,Explosives,Other Crime,6,No,
28949,22-04-2023 04:00,04-21-2023 04:00,21-04-2023 13:33,Mumbai,190,ROBBERY,65,M,Poison,Violent Crime,18,No,
28951,23-04-2023 22:00,04-21-2023 06:00,21-04-2023 08:09,Delhi,104,BURGLARY,49,F,Poison,Other Crime,13,Yes,06-10-2023 22:00
28952,23-04-2023 08:00,04-21-2023 07:00,21-04-2023 17:03,Delhi,568,IDENTITY THEFT,67,X,Blunt Object,Violent Crime,4,No,
28957,22-04-2023 00:00,04-21-2023 12:00,21-04-2023 21:31,Chennai,100,ROBBERY,38,M,Poison,Violent Crime,13,Yes,14-10-2023 00:00
28959,24-04-2023 05:00,04-21-2023 14:00,22-04-2023 03:43,Chennai,530,ASSAULT,65,M,Other,Violent Crime,16,No,
28961,22-04-2023 07:00,04-21-2023 16:00,21-04-2023 22:21,Mumbai,399,VEHICLE - STOLEN,77,M,Knife,Violent Crime,7,No,
28964,22-04-2023 09:00,04-21-2023 19:00,21-04-2023 20:56,Chennai,337,BURGLARY,74,F,Explosives,Other Crime,2,No,
28966,23-04-2023 15:00,04-21-2023 21:00,22-04-2023 01:47,Delhi,274,HOMICIDE,15,X,Explosives,Other Crime,12,No,
28976,23-04-2023 13:00,04-22-2023 07:00,22-04-2023 23:08,Delhi,265,BURGLARY,40,F,Firearm,Other Crime,18,Yes,06-10-2023 13:00
28980,24-04-2023 00:00,04-22-2023 11:00,22-04-2023 16:05,Delhi,479,PUBLIC INTOXICATION,41,X,Firearm,Other Crime,2,No,
28981,22-04-2023 21:00,04-22-2023 12:00,22-04-2023 16:08,Delhi,327,EXTORTION,21,F,Knife,Other Crime,18,Yes,05-06-2023 21:00
28984,24-04-2023 22:00,04-22-2023 15:00,22-04-2023 16:07,Delhi,267,COUNTERFEITING,28,X,Blunt Object,Other Crime,7,Yes,30-05-2023 22:00
28986,25-04-2023 08:00,04-22-2023 17:00,22-04-2023 20:22,Delhi,522,FRAUD,72,F,Blunt Object,Other Crime,7,Yes,21-05-2023 08:00
28991,25-04-2023 17:00,04-22-2023 22:00,23-04-2023 14:19,Mumbai,155,ILLEGAL POSSESSION,17,F,Firearm,Other Crime,1,No,
28995,25-04-2023 12:00,04-23-2023 02:00,23-04-2023 12:30,Mumbai,150,CYBERCRIME,56,M,Other,Other Crime,6,No,
28996,25-04-2023 14:00,04-23-2023 03:00,23-04-2023 20:20,Delhi,546,CYBERCRIME,69,X,Other,Other Crime,13,Yes,12-05-2023 14:00
29001,23-04-2023 22:00,04-23-2023 08:00,23-04-2023 21:30,Mumbai,553,KIDNAPPING,43,F,Poison,Other Crime,3,No,
29006,26-04-2023 02:00,04-23-2023 13:00,23-04-2023 13:53,Mumbai,350,FRAUD,38,M,Poison,Other Crime,3,Yes,01-07-2023 02:00
29007,26-04-2023 07:00,04-23-2023 14:00,24-04-2023 07:48,Mumbai,207,BURGLARY,44,F,None,Other Crime,19,Yes,16-06-2023 07:00
29009,25-04-2023 03:00,04-23-2023 16:00,24-04-2023 01:12,Mumbai,469,ILLEGAL POSSESSION,62,M,Blunt Object,Other Crime,19,Yes,28-05-2023 03:00
29010,25-04-2023 00:00,04-23-2023 17:00,24-04-2023 11:56,Mumbai,176,KIDNAPPING,64,M,Other,Other Crime,6,No,
29021,27-04-2023 03:00,04-24-2023 04:00,24-04-2023 20:39,Mumbai,390,VEHICLE - STOLEN,54,M,Knife,Violent Crime,18,No,
29026,26-04-2023 07:00,04-24-2023 09:00,24-04-2023 17:22,Mumbai,166,TRAFFIC VIOLATION,79,M,Poison,Traffic Fatality,8,Yes,16-05-2023 07:00
29027,26-04-2023 23:00,04-24-2023 10:00,24-04-2023 21:44,Mumbai,323,ASSAULT,58,X,Other,Violent Crime,9,No,
29036,26-04-2023 15:00,04-24-2023 19:00,25-04-2023 13:34,Delhi,511,ASSAULT,42,F,Other,Violent Crime,6,No,
29045,26-04-2023 06:00,04-25-2023 04:00,25-04-2023 07:07,Delhi,435,SHOPLIFTING,59,X,None,Other Crime,9,Yes,02-07-2023 06:00
29046,26-04-2023 07:00,04-25-2023 05:00,25-04-2023 05:23,Chennai,531,HOMICIDE,70,F,Blunt Object,Other Crime,6,No,
29048,26-04-2023 19:00,04-25-2023 07:00,26-04-2023 00:06,Mumbai,475,DRUG OFFENSE,17,M,Firearm,Other Crime,11,Yes,10-05-2023 19:00
29049,25-04-2023 20:00,04-25-2023 08:00,25-04-2023 17:11,Mumbai,382,IDENTITY THEFT,60,F,Other,Violent Crime,17,No,
29050,27-04-2023 14:00,04-25-2023 09:00,25-04-2023 22:48,Mumbai,205,FIREARM OFFENSE,40,M,Explosives,Fire Accident,12,No,
29052,27-04-2023 19:00,04-25-2023 11:00,26-04-2023 08:05,Delhi,197,EXTORTION,25,M,Other,Other Crime,6,No,
29061,28-04-2023 11:00,04-25-2023 20:00,26-04-2023 04:12,Mumbai,218,FRAUD,67,F,Blunt Object,Other Crime,8,Yes,08-05-2023 11:00
29062,26-04-2023 03:00,04-25-2023 21:00,26-04-2023 14:29,Delhi,568,DRUG OFFENSE,10,M,Blunt Object,Other Crime,11,Yes,19-07-2023 03:00
29066,27-04-2023 11:00,04-26-2023 01:00,26-04-2023 16:08,Chennai,341,COUNTERFEITING,68,F,Blunt Object,Other Crime,12,Yes,13-07-2023 11:00
29070,26-04-2023 06:00,04-26-2023 05:00,26-04-2023 13:34,Delhi,261,DRUG OFFENSE,14,M,Explosives,Other Crime,13,Yes,16-05-2023 06:00
29081,27-04-2023 18:00,04-26-2023 16:00,27-04-2023 02:18,Delhi,470,SHOPLIFTING,17,F,Explosives,Other Crime,4,No,
29089,27-04-2023 22:00,04-27-2023 00:00,27-04-2023 03:46,Delhi,557,SEXUAL ASSAULT,62,M,Poison,Violent Crime,17,No,
29092,28-04-2023 15:00,04-27-2023 03:00,27-04-2023 04:56,Delhi,382,HOMICIDE,27,F,None,Other Crime,13,No,
29099,28-04-2023 06:00,04-27-2023 10:00,27-04-2023 13:44,Chennai,584,VANDALISM,32,X,Explosives,Other Crime,7,No,
29101,29-04-2023 00:00,04-27-2023 12:00,28-04-2023 06:16,Mumbai,223,KIDNAPPING,67,M,Other,Other Crime,14,No,
29103,27-04-2023 18:00,04-27-2023 14:00,28-04-2023 13:54,Chennai,523,ROBBERY,78,X,Blunt Object,Violent Crime,14,Yes,07-10-2023 18:00
29105,29-04-2023 00:00,04-27-2023 16:00,28-04-2023 09:45,Chennai,243,ILLEGAL POSSESSION,30,M,Explosives,Other Crime,2,Yes,23-07-2023 00:00
29110,28-04-2023 06:00,04-27-2023 21:00,28-04-2023 08:36,Delhi,340,VANDALISM,64,F,Firearm,Other Crime,13,Yes,14-07-2023 06:00
29111,30-04-2023 08:00,04-27-2023 22:00,28-04-2023 03:49,Delhi,578,HOMICIDE,55,M,Explosives,Other Crime,5,Yes,28-01-2025 08:00
29112,28-04-2023 01:00,04-27-2023 23:00,28-04-2023 13:23,Delhi,387,DRUG OFFENSE,33,F,Other,Other Crime,17,Yes,06-05-2023 01:00
29116,28-04-2023 19:00,04-28-2023 03:00,28-04-2023 05:45,Chennai,385,DOMESTIC VIOLENCE,36,X,Knife,Violent Crime,6,Yes,11-07-2023 19:00
29118,29-04-2023 14:00,04-28-2023 05:00,28-04-2023 20:58,Delhi,210,ARSON,35,F,Other,Fire Accident,15,No,
29120,29-04-2023 01:00,04-28-2023 07:00,28-04-2023 23:51,Delhi,180,VANDALISM,12,F,Blunt Object,Other Crime,3,Yes,07-06-2023 01:00
29126,29-04-2023 09:00,04-28-2023 13:00,29-04-2023 06:54,Mumbai,317,VEHICLE - STOLEN,52,M,None,Violent Crime,11,Yes,14-06-2023 09:00
29133,01-05-2023 00:00,04-28-2023 20:00,28-04-2023 22:27,Delhi,244,SHOPLIFTING,63,X,Explosives,Other Crime,16,Yes,20-06-2023 00:00
29139,30-04-2023 18:00,04-29-2023 02:00,29-04-2023 11:06,Chennai,414,BURGLARY,43,F,Poison,Other Crime,9,No,
29142,29-04-2023 19:00,04-29-2023 05:00,29-04-2023 15:15,Delhi,500,SEXUAL ASSAULT,29,X,Poison,Violent Crime,18,No,
29145,29-04-2023 13:00,04-29-2023 08:00,29-04-2023 10:21,Mumbai,482,IDENTITY THEFT,10,X,Other,Violent Crime,14,No,
29146,29-04-2023 11:00,04-29-2023 09:00,29-04-2023 15:48,Delhi,436,DRUG OFFENSE,33,X,Poison,Other Crime,18,No,
29148,29-04-2023 18:00,04-29-2023 11:00,30-04-2023 03:07,Chennai,445,VEHICLE - STOLEN,32,F,Knife,Violent Crime,17,No,
29150,30-04-2023 03:00,04-29-2023 13:00,30-04-2023 10:07,Mumbai,428,SEXUAL ASSAULT,50,F,Other,Violent Crime,1,Yes,09-08-2024 03:00
29152,02-05-2023 04:00,04-29-2023 15:00,30-04-2023 01:03,Delhi,523,FRAUD,79,F,Knife,Other Crime,19,Yes,05-06-2023 04:00
29153,30-04-2023 06:00,04-29-2023 16:00,30-04-2023 05:57,Chennai,538,FIREARM OFFENSE,54,X,Other,Fire Accident,17,Yes,17-07-2023 06:00
29154,30-04-2023 02:00,04-29-2023 17:00,29-04-2023 18:46,Chennai,279,TRAFFIC VIOLATION,37,X,Other,Traffic Fatality,12,No,
29155,30-04-2023 23:00,04-29-2023 18:00,29-04-2023 18:56,Mumbai,362,ASSAULT,68,F,Explosives,Violent Crime,2,No,
29160,30-04-2023 12:00,04-29-2023 23:00,30-04-2023 01:48,Chennai,376,IDENTITY THEFT,79,X,Blunt Object,Violent Crime,10,No,
29163,30-04-2023 04:00,04-30-2023 02:00,30-04-2023 08:19,Delhi,485,TRAFFIC VIOLATION,24,M,None,Traffic Fatality,9,No,
29168,01-05-2023 10:00,04-30-2023 07:00,30-04-2023 22:46,Delhi,501,ARSON,47,M,Firearm,Fire Accident,10,No,
29169,02-05-2023 04:00,04-30-2023 08:00,30-04-2023 22:50,Delhi,189,COUNTERFEITING,60,M,None,Other Crime,13,No,
29171,02-05-2023 14:00,04-30-2023 10:00,01-05-2023 01:31,Chennai,306,FIREARM OFFENSE,44,X,None,Fire Accident,13,Yes,09-06-2023 14:00
29184,02-05-2023 00:00,04-30-2023 23:00,01-05-2023 11:57,Chennai,324,DRUG OFFENSE,74,M,Knife,Other Crime,13,No,
29185,03-05-2023 23:00,05-01-2023 00:00,01-05-2023 15:04,Delhi,490,KIDNAPPING,60,F,Knife,Other Crime,5,Yes,31-07-2023 23:00
29192,01-05-2023 08:00,05-01-2023 07:00,01-05-2023 18:30,Mumbai,171,BURGLARY,35,F,Other,Other Crime,6,Yes,24-07-2023 08:00
29198,02-05-2023 01:00,05-01-2023 13:00,02-05-2023 03:27,Delhi,126,FRAUD,53,M,Blunt Object,Other Crime,1,No,
29202,03-05-2023 08:00,05-01-2023 17:00,01-05-2023 19:33,Delhi,468,IDENTITY THEFT,36,M,None,Violent Crime,2,Yes,22-06-2023 08:00
29209,03-05-2023 14:00,05-02-2023 00:00,02-05-2023 03:43,Mumbai,484,PUBLIC INTOXICATION,78,F,Blunt Object,Other Crime,8,Yes,24-05-2023 14:00
29210,04-05-2023 12:00,05-02-2023 01:00,02-05-2023 12:55,Delhi,291,TRAFFIC VIOLATION,77,M,Poison,Traffic Fatality,17,Yes,10-05-2023 12:00
29211,02-05-2023 12:00,05-02-2023 02:00,02-05-2023 03:17,Chennai,218,VANDALISM,30,M,Poison,Other Crime,11,Yes,21-06-2023 12:00
29216,05-05-2023 01:00,05-02-2023 07:00,02-05-2023 19:23,Delhi,428,COUNTERFEITING,68,M,Explosives,Other Crime,6,Yes,26-07-2023 01:00
29217,03-05-2023 03:00,05-02-2023 08:00,02-05-2023 10:16,Mumbai,505,VEHICLE - STOLEN,23,F,Firearm,Violent Crime,7,Yes,14-07-2023 03:00
29218,04-05-2023 20:00,05-02-2023 09:00,02-05-2023 23:15,Delhi,530,EXTORTION,15,M,Firearm,Other Crime,11,Yes,19-07-2023 20:00
29220,03-05-2023 04:00,05-02-2023 11:00,03-05-2023 08:12,Mumbai,186,VEHICLE - STOLEN,24,F,Explosives,Violent Crime,6,No,
29230,03-05-2023 18:00,05-02-2023 21:00,03-05-2023 09:22,Delhi,553,CYBERCRIME,72,F,Poison,Other Crime,5,Yes,06-06-2023 18:00
29231,04-05-2023 17:00,05-02-2023 22:00,03-05-2023 07:04,Chennai,339,FRAUD,40,M,Firearm,Other Crime,6,No,
29234,05-05-2023 05:00,05-03-2023 01:00,03-05-2023 13:35,Delhi,359,CYBERCRIME,23,F,Explosives,Other Crime,17,Yes,15-05-2023 05:00
29240,05-05-2023 01:00,05-03-2023 07:00,04-05-2023 05:38,Mumbai,599,DRUG OFFENSE,31,F,None,Other Crime,3,Yes,18-07-2023 01:00
29243,04-05-2023 07:00,05-03-2023 10:00,04-05-2023 09:27,Delhi,523,COUNTERFEITING,18,F,Explosives,Other Crime,1,Yes,26-05-2023 07:00
29248,06-05-2023 13:00,05-03-2023 15:00,04-05-2023 13:33,Delhi,599,IDENTITY THEFT,54,M,None,Violent Crime,12,No,
29249,05-05-2023 13:00,05-03-2023 16:00,04-05-2023 10:50,Mumbai,279,FIREARM OFFENSE,48,F,Blunt Object,Fire Accident,19,Yes,23-06-2023 13:00
29255,06-05-2023 01:00,05-03-2023 22:00,04-05-2023 01:11,Delhi,326,ASSAULT,26,M,Knife,Violent Crime,7,Yes,28-07-2023 01:00
29256,06-05-2023 11:00,05-03-2023 23:00,04-05-2023 15:08,Delhi,146,PUBLIC INTOXICATION,15,F,Knife,Other Crime,5,No,
29259,05-05-2023 01:00,05-04-2023 02:00,04-05-2023 13:51,Chennai,588,VEHICLE - STOLEN,64,F,None,Violent Crime,7,Yes,12-05-2023 01:00
29262,05-05-2023 21:00,05-04-2023 05:00,04-05-2023 05:54,Delhi,422,DOMESTIC VIOLENCE,73,M,Knife,Violent Crime,14,No,
